Id,Rule Name,Product,Severity,Status,Dependency,Version,Reachability,Transitivity,Cve,Epss,Semgrep File Risk Tag,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
762505662,Cross-site Scripting in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-24771,0.05% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505662,2026-04-23 20:39:28.945530,2026-04-23 20:39:28.899789,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting').
762505661,Inefficient Regular Expression Complexity in ajv,Supply Chain,Medium,Open,ajv,8.17.1,No Reachability Analysis,Transitive,CVE-2025-69873,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L231,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505661,2026-04-23 20:39:28.945513,2026-04-23 20:39:28.899768,refs/heads/main,,,,Affected versions of ajv are vulnerable to Inefficient Regular Expression Complexity / Uncontrolled Resource Consumption.
762505660,Inappropriate Comment Style in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-29086,0.03% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505660,2026-04-23 20:39:28.945496,2026-04-23 20:39:28.899748,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting') / Inappropriate Comment Style.
762505659,Injection in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-29085,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505659,2026-04-23 20:39:28.945480,2026-04-23 20:39:28.899727,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection').
762505658,Infinite Loop in file-type,Supply Chain,Medium,Open,file-type,21.3.0,No Reachability Analysis,Transitive,CVE-2026-31808,0.03% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L12582,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505658,2026-04-23 20:39:28.945463,2026-04-23 20:39:28.899706,refs/heads/main,,,,Affected versions of file-type are vulnerable to Loop with Unreachable Exit Condition ('Infinite Loop').
762505657,Prototype Pollution in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,GHSA-v8w9-8mx6-g223,0.0% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505657,2026-04-23 20:39:28.945446,2026-04-23 20:39:28.899685,refs/heads/main,,,,Affected versions of hono are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').
762505656,Uncontrolled Resource Consumption in file-type,Supply Chain,Medium,Open,file-type,21.3.0,No Reachability Analysis,Transitive,CVE-2026-32630,0.08% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L12582,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505656,2026-04-23 20:39:28.945429,2026-04-23 20:39:28.899665,refs/heads/main,,,,Affected versions of file-type are vulnerable to Improper Handling of Highly Compressed Data (Data Amplification) / Uncontrolled Resource Consumption.
762505655,Prototype Pollution in picomatch,Supply Chain,Medium,Open,picomatch,2.3.1,No Reachability Analysis,Transitive,CVE-2026-33672,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L6733,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505655,2026-04-23 20:39:28.945411,2026-04-23 20:39:28.899644,refs/heads/main,,,,Affected versions of picomatch are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').
762505654,Prototype Pollution in picomatch,Supply Chain,Medium,Open,picomatch,4.0.3,No Reachability Analysis,Transitive,CVE-2026-33672,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L19128,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505654,2026-04-23 20:39:28.945392,2026-04-23 20:39:28.899622,refs/heads/main,,,,Affected versions of picomatch are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').
762505653,Prototype Pollution in picomatch,Supply Chain,Medium,Open,picomatch,4.0.2,No Reachability Analysis,Transitive,CVE-2026-33672,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L16533,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505653,2026-04-23 20:39:28.945375,2026-04-23 20:39:28.899601,refs/heads/main,,,,Affected versions of picomatch are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').
762505652,Uncontrolled Recursion in yaml,Supply Chain,Medium,Open,yaml,1.10.2,No Reachability Analysis,Transitive,CVE-2026-33532,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L10214,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505652,2026-04-23 20:39:28.945358,2026-04-23 20:39:28.899579,refs/heads/main,,,,Affected versions of yaml are vulnerable to Uncontrolled Recursion.
762505651,Uncontrolled Recursion in yaml,Supply Chain,Medium,Open,yaml,2.8.2,No Reachability Analysis,Transitive,CVE-2026-33532,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L20409,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505651,2026-04-23 20:39:28.945341,2026-04-23 20:39:28.899525,refs/heads/main,,,,Affected versions of yaml are vulnerable to Uncontrolled Recursion.
762505650,Prototype Pollution in handlebars,Supply Chain,Medium,Open,handlebars,4.7.8,No Reachability Analysis,Transitive,CVE-2026-33916,0.05% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13278,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505650,2026-04-23 20:39:28.945324,2026-04-23 20:39:28.899504,refs/heads/main,,,,Affected versions of handlebars are vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') / Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').
762505649,Uncontrolled Resource Consumption in brace-expansion,Supply Chain,Medium,Open,brace-expansion,1.1.12,No Reachability Analysis,Transitive,CVE-2026-33750,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L10438,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505649,2026-04-23 20:39:28.945307,2026-04-23 20:39:28.899482,refs/heads/main,,,,Affected versions of brace-expansion are vulnerable to Uncontrolled Resource Consumption.
762505648,Uncontrolled Resource Consumption in brace-expansion,Supply Chain,Medium,Open,brace-expansion,2.0.2,No Reachability Analysis,Transitive,CVE-2026-33750,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L4637,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505648,2026-04-23 20:39:28.945290,2026-04-23 20:39:28.899460,refs/heads/main,,,,Affected versions of brace-expansion are vulnerable to Uncontrolled Resource Consumption.
762505647,Uncontrolled Resource Consumption in brace-expansion,Supply Chain,Medium,Open,brace-expansion,5.0.4,No Reachability Analysis,Transitive,CVE-2026-33750,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L3717,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505647,2026-04-23 20:39:28.945274,2026-04-23 20:39:28.899439,refs/heads/main,,,,Affected versions of brace-expansion are vulnerable to Uncontrolled Resource Consumption.
762505646,Inefficient Regular Expression Complexity in path-to-regexp,Supply Chain,Medium,Open,path-to-regexp,8.3.0,No Reachability Analysis,Transitive,CVE-2026-4923,0.06% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L16393,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505646,2026-04-23 20:39:28.945257,2026-04-23 20:39:28.899418,refs/heads/main,,,,Affected versions of path-to-regexp are vulnerable to Inefficient Regular Expression Complexity.
762505645,Uncontrolled Resource Consumption in serialize-javascript,Supply Chain,Medium,Open,serialize-javascript,6.0.2,No Reachability Analysis,Transitive,CVE-2026-34043,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L17963,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505645,2026-04-23 20:39:28.945240,2026-04-23 20:39:28.899397,refs/heads/main,,,,Affected versions of serialize-javascript are vulnerable to Excessive Iteration / Uncontrolled Resource Consumption.
762505644,Uncontrolled Resource Consumption in serialize-javascript,Supply Chain,Medium,Open,serialize-javascript,4.0.0,No Reachability Analysis,Transitive,CVE-2026-34043,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L17820,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505644,2026-04-23 20:39:28.945223,2026-04-23 20:39:28.899376,refs/heads/main,,,,Affected versions of serialize-javascript are vulnerable to Excessive Iteration / Uncontrolled Resource Consumption.
762505643,Prototype Pollution in handlebars,Supply Chain,Medium,Open,handlebars,4.7.8,No Reachability Analysis,Transitive,GHSA-7rx3-28cr-v5wh,0.0% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13278,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505643,2026-04-23 20:39:28.945206,2026-04-23 20:39:28.899355,refs/heads/main,,,,Affected versions of handlebars are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').
762505642,Prototype Pollution in lodash,Supply Chain,Medium,Open,lodash,4.17.23,No Reachability Analysis,Transitive,CVE-2026-2950,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L15104,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505642,2026-04-23 20:39:28.945189,2026-04-23 20:39:28.899335,refs/heads/main,,,,"Affected versions of lodash, lodash-amd, lodash-es, and lodash.unset are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')."
762505641,Prototype Pollution in lodash,Supply Chain,Medium,Open,lodash,4.17.21,No Reachability Analysis,Transitive,CVE-2026-2950,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L3200,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505641,2026-04-23 20:39:28.945172,2026-04-23 20:39:28.899312,refs/heads/main,,,,"Affected versions of lodash, lodash-amd, lodash-es, and lodash.unset are vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')."
762505640,Injection in @nestjs/core,Supply Chain,Medium,Open,'@nestjs/core,11.1.14,No Reachability Analysis,Direct,CVE-2026-35515,0.01% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L5295,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505640,2026-04-23 20:39:28.945155,2026-04-23 20:39:28.899291,refs/heads/main,,,,Affected versions of @nestjs/core are vulnerable to Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection').
762505639,HTTP Request/Response Splitting in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,GHSA-26pp-8wgv-hjvm,0.0% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505639,2026-04-23 20:39:28.945138,2026-04-23 20:39:28.899271,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting').
762505638,Path Traversal in @hono/node-server,Supply Chain,Medium,Open,'@hono/node-server,1.19.9,No Reachability Analysis,Transitive,CVE-2026-39406,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L3788,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505638,2026-04-23 20:39:28.945120,2026-04-23 20:39:28.899251,refs/heads/main,,,,Affected versions of @hono/node-server are vulnerable to Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal').
762505637,Improper Input Validation in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-39410,0.03% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505637,2026-04-23 20:39:28.945103,2026-04-23 20:39:28.899230,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Input Validation.
762505636,Path Traversal in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-39407,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505636,2026-04-23 20:39:28.945086,2026-04-23 20:39:28.899208,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal').
762505635,Path Traversal in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-39408,0.02% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505635,2026-04-23 20:39:28.945069,2026-04-23 20:39:28.899188,refs/heads/main,,,,Affected versions of hono are vulnerable to Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal').
762505634,Incorrect Behavior Order: Validate Before Canonicalize in hono,Supply Chain,Medium,Open,hono,4.11.4,No Reachability Analysis,Transitive,CVE-2026-39409,0.01% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L13394,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505634,2026-04-23 20:39:28.945052,2026-04-23 20:39:28.899167,refs/heads/main,,,,Affected versions of hono are vulnerable to Incorrect Behavior Order.
762505633,CRLF Injection in nodemailer,Supply Chain,Medium,Open,nodemailer,8.0.1,No Reachability Analysis,Direct,GHSA-vvjj-xcjg-gr5g,0.0% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L15940,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505633,2026-04-23 20:39:28.945035,2026-04-23 20:39:28.899146,refs/heads/main,,,,Affected versions of nodemailer are vulnerable to Improper Neutralization of CRLF Sequences ('CRLF Injection').
762505632,Exposure of Sensitive Information to an Unauthorized Actor in follow-redirects,Supply Chain,Medium,Open,follow-redirects,1.15.11,No Reachability Analysis,Transitive,GHSA-r4q5-vmmm-2653,0.0% (Low),,AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend,https://github.com/AbdoulDiouf2/Insightsage_backend/blob/676a022ce92b3e6748112ffba0bc060da33bd9a1/package-lock.json#L12802,https://semgrep.dev/orgs/maadec/supply-chain/findings/762505632,2026-04-23 20:39:28.945018,2026-04-23 20:39:28.899117,refs/heads/main,,,,Affected versions of follow-redirects are vulnerable to Exposure of Sensitive Information to an Unauthorized Actor.
